year,zipcode,name,total_population,white_population,black_population,asian_population,hispanic_population,other_population,source_dataset
2021,10472,ZCTA5 10472,66720,6131,18570,5847,40328,0,ACS 2021 5-year (ZCTA)
2021,10473,ZCTA5 10473,60296,14576,22610,984,38036,0,ACS 2021 5-year (ZCTA)
2021,10474,ZCTA5 10474,11312,1305,4099,40,7712,0,ACS 2021 5-year (ZCTA)
2021,10475,ZCTA5 10475,44509,5230,28070,1000,13886,0,ACS 2021 5-year (ZCTA)
2021,11004,ZCTA5 11004,16426,4553,1067,8299,1834,673,ACS 2021 5-year (ZCTA)
2021,11101,ZCTA5 11101,33789,14126,4214,9413,7038,0,ACS 2021 5-year (ZCTA)
2021,11102,ZCTA5 11102,27876,15836,1947,4292,7198,0,ACS 2021 5-year (ZCTA)
2021,11103,ZCTA5 11103,35912,22907,1046,5159,9054,0,ACS 2021 5-year (ZCTA)
2021,11104,ZCTA5 11104,27575,15049,587,7076,7403,0,ACS 2021 5-year (ZCTA)
2021,11105,ZCTA5 11105,38311,27476,1233,3444,8262,0,ACS 2021 5-year (ZCTA)
2021,11106,ZCTA5 11106,40472,20997,2647,7340,10927,0,ACS 2021 5-year (ZCTA)
2021,11109,ZCTA5 11109,6712,3809,90,2334,394,85,ACS 2021 5-year (ZCTA)
2021,11201,ZCTA5 11201,68777,42126,8999,9532,8132,0,ACS 2021 5-year (ZCTA)
2021,11203,ZCTA5 11203,79499,3511,67600,1545,5319,1524,ACS 2021 5-year (ZCTA)
2021,11204,ZCTA5 11204,82140,45476,801,24962,10625,276,ACS 2021 5-year (ZCTA)
2021,11205,ZCTA5 11205,50681,27765,13159,3114,8107,0,ACS 2021 5-year (ZCTA)
2021,11206,ZCTA5 11206,90903,41946,20937,5475,32864,0,ACS 2021 5-year (ZCTA)
2021,11207,ZCTA5 11207,97690,13135,59403,1525,33652,0,ACS 2021 5-year (ZCTA)
2021,11208,ZCTA5 11208,107724,24195,54516,7481,43708,0,ACS 2021 5-year (ZCTA)
2021,11209,ZCTA5 11209,72938,50162,2942,9901,13449,0,ACS 2021 5-year (ZCTA)
2021,11210,ZCTA5 11210,65854,21344,35066,3177,4684,1583,ACS 2021 5-year (ZCTA)
2021,11211,ZCTA5 11211,65925,44335,3742,4024,17433,0,ACS 2021 5-year (ZCTA)
2021,11212,ZCTA5 11212,78296,6299,59784,828,13320,0,ACS 2021 5-year (ZCTA)
2021,11213,ZCTA5 11213,69392,16573,44558,1251,8266,0,ACS 2021 5-year (ZCTA)
2021,11214,ZCTA5 11214,95361,43089,1910,34873,16479,0,ACS 2021 5-year (ZCTA)
2021,11215,ZCTA5 11215,73419,53594,2734,6665,11968,0,ACS 2021 5-year (ZCTA)
2021,11216,ZCTA5 11216,62210,21074,30187,2873,7961,115,ACS 2021 5-year (ZCTA)
2021,11217,ZCTA5 11217,42107,24293,7966,3678,6048,122,ACS 2021 5-year (ZCTA)
2021,11218,ZCTA5 11218,76370,44799,6250,14820,12444,0,ACS 2021 5-year (ZCTA)
2021,11219,ZCTA5 11219,93119,59564,1376,21873,11539,0,ACS 2021 5-year (ZCTA)
2021,11220,ZCTA5 11220,93584,26467,2515,39288,36812,0,ACS 2021 5-year (ZCTA)
2021,11221,ZCTA5 11221,89728,21971,38446,3972,29046,0,ACS 2021 5-year (ZCTA)
2021,11222,ZCTA5 11222,39669,31132,1416,1595,5693,0,ACS 2021 5-year (ZCTA)
2021,11223,ZCTA5 11223,83565,44906,5013,21598,11222,826,ACS 2021 5-year (ZCTA)
2021,11224,ZCTA5 11224,48110,26012,9680,4126,9678,0,ACS 2021 5-year (ZCTA)
2021,11225,ZCTA5 11225,59465,18424,33595,1630,6146,0,ACS 2021 5-year (ZCTA)
2021,11226,ZCTA5 11226,99776,15562,65416,2883,14778,1137,ACS 2021 5-year (ZCTA)
2021,11228,ZCTA5 11228,45267,25185,502,15319,5652,0,ACS 2021 5-year (ZCTA)
2021,11229,ZCTA5 11229,85538,53999,5020,20037,7834,0,ACS 2021 5-year (ZCTA)
2021,11230,ZCTA5 11230,91789,60925,7397,14024,10037,0,ACS 2021 5-year (ZCTA)
2021,11231,ZCTA5 11231,40311,26885,5324,2029,6437,0,ACS 2021 5-year (ZCTA)
2021,11232,ZCTA5 11232,28501,11831,2299,4604,14318,0,ACS 2021 5-year (ZCTA)
2021,11233,ZCTA5 11233,85633,11760,61404,1193,13657,0,ACS 2021 5-year (ZCTA)
2021,11234,ZCTA5 11234,94254,34714,43094,7641,8570,235,ACS 2021 5-year (ZCTA)
2021,11235,ZCTA5 11235,84859,62076,1914,10849,7652,2368,ACS 2021 5-year (ZCTA)
2021,11236,ZCTA5 11236,102238,5470,85092,2515,8762,399,ACS 2021 5-year (ZCTA)
2021,11237,ZCTA5 11237,50590,16855,5681,3290,29698,0,ACS 2021 5-year (ZCTA)
2021,11238,ZCTA5 11238,58597,30572,17431,3658,6620,316,ACS 2021 5-year (ZCTA)
2021,11239,ZCTA5 11239,15917,2946,10578,438,2479,0,ACS 2021 5-year (ZCTA)
2021,11354,ZCTA5 11354,53375,10317,1851,34227,7474,0,ACS 2021 5-year (ZCTA)
2021,11355,ZCTA5 11355,80918,9380,1878,59640,12102,0,ACS 2021 5-year (ZCTA)
2021,11356,ZCTA5 11356,27295,7885,450,8479,11764,0,ACS 2021 5-year (ZCTA)
2021,11357,ZCTA5 11357,44030,27975,327,10850,6670,0,ACS 2021 5-year (ZCTA)
2021,11358,ZCTA5 11358,38103,14682,406,17443,7164,0,ACS 2021 5-year (ZCTA)
2021,11360,ZCTA5 11360,20076,12002,282,5968,2160,0,ACS 2021 5-year (ZCTA)
2021,11361,ZCTA5 11361,30006,13784,1436,11817,4358,0,ACS 2021 5-year (ZCTA)
2021,11362,ZCTA5 11362,19217,8345,521,9143,1847,0,ACS 2021 5-year (ZCTA)
2021,11363,ZCTA5 11363,7424,4025,62,2569,808,0,ACS 2021 5-year (ZCTA)
2021,11364,ZCTA5 11364,39015,14086,1228,18895,6316,0,ACS 2021 5-year (ZCTA)
2021,11365,ZCTA5 11365,45439,13825,4693,19683,9277,0,ACS 2021 5-year (ZCTA)
2021,11366,ZCTA5 11366,13922,5062,919,6193,1647,101,ACS 2021 5-year (ZCTA)
2021,11367,ZCTA5 11367,42362,21738,3120,12050,7157,0,ACS 2021 5-year (ZCTA)
2021,11368,ZCTA5 11368,116469,31219,10511,14504,88079,0,ACS 2021 5-year (ZCTA)
2021,11369,ZCTA5 11369,31550,7895,5823,5067,17659,0,ACS 2021 5-year (ZCTA)
2021,11370,ZCTA5 11370,29780,12282,4084,6612,11304,0,ACS 2021 5-year (ZCTA)
2021,11372,ZCTA5 11372,67252,28687,2437,14582,35999,0,ACS 2021 5-year (ZCTA)
2021,11373,ZCTA5 11373,102104,13738,1608,49729,43484,0,ACS 2021 5-year (ZCTA)
2021,11374,ZCTA5 11374,47019,21895,2274,14648,9410,0,ACS 2021 5-year (ZCTA)
2021,11375,ZCTA5 11375,76091,42804,2417,21718,11002,0,ACS 2021 5-year (ZCTA)
2021,11377,ZCTA5 11377,85255,32761,1964,31479,33081,0,ACS 2021 5-year (ZCTA)
2021,11378,ZCTA5 11378,39994,25182,659,4939,14084,0,ACS 2021 5-year (ZCTA)
2021,11379,ZCTA5 11379,39805,28852,440,4542,8226,0,ACS 2021 5-year (ZCTA)
2021,11385,ZCTA5 11385,109111,73355,3620,7557,50797,0,ACS 2021 5-year (ZCTA)
2021,11411,ZCTA5 11411,21605,1076,19257,54,1447,0,ACS 2021 5-year (ZCTA)
2021,11412,ZCTA5 11412,41782,981,35455,1390,2636,1320,ACS 2021 5-year (ZCTA)
2021,11413,ZCTA5 11413,45661,870,40594,738,3105,354,ACS 2021 5-year (ZCTA)
2021,11414,ZCTA5 11414,30915,22738,1298,1630,7702,0,ACS 2021 5-year (ZCTA)
2021,11415,ZCTA5 11415,20351,11173,1621,4126,4821,0,ACS 2021 5-year (ZCTA)
2021,11416,ZCTA5 11416,27098,6557,1483,9002,12418,0,ACS 2021 5-year (ZCTA)
2021,11417,ZCTA5 11417,33236,9559,2835,10099,12292,0,ACS 2021 5-year (ZCTA)
2021,11418,ZCTA5 11418,38938,12659,3592,9523,15672,0,ACS 2021 5-year (ZCTA)
2021,11419,ZCTA5 11419,50107,3827,6906,17836,9772,11766,ACS 2021 5-year (ZCTA)
2021,11420,ZCTA5 11420,51831,5817,12787,17403,11877,3947,ACS 2021 5-year (ZCTA)
2021,11421,ZCTA5 11421,42704,13784,2615,7688,25436,0,ACS 2021 5-year (ZCTA)
2021,11422,ZCTA5 11422,34063,2764,27242,1463,3273,0,ACS 2021 5-year (ZCTA)
2021,11423,ZCTA5 11423,30983,4339,10633,8809,5014,2188,ACS 2021 5-year (ZCTA)
2021,11426,ZCTA5 11426,20959,6114,1489,9104,4211,41,ACS 2021 5-year (ZCTA)
2021,11427,ZCTA5 11427,25890,5328,5785,8742,5318,717,ACS 2021 5-year (ZCTA)
2021,11428,ZCTA5 11428,21184,2900,4056,6274,5788,2166,ACS 2021 5-year (ZCTA)
2021,11429,ZCTA5 11429,28643,1295,19598,1565,4139,2046,ACS 2021 5-year (ZCTA)
2021,11432,ZCTA5 11432,64858,10416,10635,28371,13958,1478,ACS 2021 5-year (ZCTA)
2021,11433,ZCTA5 11433,41396,1655,24000,6844,5759,3138,ACS 2021 5-year (ZCTA)
2021,11434,ZCTA5 11434,66424,2700,53061,2157,7053,1453,ACS 2021 5-year (ZCTA)
2021,11435,ZCTA5 11435,60842,10036,15241,13064,18919,3582,ACS 2021 5-year (ZCTA)
2021,11436,ZCTA5 11436,21248,685,12907,1666,2882,3108,ACS 2021 5-year (ZCTA)
2021,11691,ZCTA5 11691,70797,23157,31387,3048,17400,0,ACS 2021 5-year (ZCTA)
2021,11692,ZCTA5 11692,24639,4882,13798,1407,6084,0,ACS 2021 5-year (ZCTA)
2021,11693,ZCTA5 11693,14147,8512,3105,415,4208,0,ACS 2021 5-year (ZCTA)
2021,11694,ZCTA5 11694,22432,18238,1339,534,3752,0,ACS 2021 5-year (ZCTA)
2021,11697,ZCTA5 11697,3782,3713,9,20,208,0,ACS 2021 5-year (ZCTA)
