year,zipcode,name,total_population,white_population,black_population,asian_population,hispanic_population,other_population,source_dataset
2011,10001,ZCTA5 10001,21097,13471,2207,3538,2985,0,ACS 2011 5-year (ZCTA)
2011,10002,ZCTA5 10002,81335,24793,5653,37432,19954,0,ACS 2011 5-year (ZCTA)
2011,10003,ZCTA5 10003,55190,42415,1971,7773,4238,0,ACS 2011 5-year (ZCTA)
2011,10004,ZCTA5 10004,2604,1872,159,408,191,0,ACS 2011 5-year (ZCTA)
2011,10005,ZCTA5 10005,4935,3719,51,1014,172,0,ACS 2011 5-year (ZCTA)
2011,10006,ZCTA5 10006,2722,1702,87,602,265,66,ACS 2011 5-year (ZCTA)
2011,10007,ZCTA5 10007,5892,4237,406,797,530,0,ACS 2011 5-year (ZCTA)
2011,10009,ZCTA5 10009,62335,36614,5430,10020,15097,0,ACS 2011 5-year (ZCTA)
2011,10010,ZCTA5 10010,28954,21802,1330,3691,3452,0,ACS 2011 5-year (ZCTA)
2011,10011,ZCTA5 10011,51064,40505,1955,4739,5587,0,ACS 2011 5-year (ZCTA)
2011,10012,ZCTA5 10012,24342,18629,620,3686,1412,0,ACS 2011 5-year (ZCTA)
2011,10013,ZCTA5 10013,25942,13217,996,10502,1491,0,ACS 2011 5-year (ZCTA)
2011,10014,ZCTA5 10014,31685,28206,552,1816,1685,0,ACS 2011 5-year (ZCTA)
2011,10016,ZCTA5 10016,53754,40826,1893,7366,5051,0,ACS 2011 5-year (ZCTA)
2011,10017,ZCTA5 10017,15603,11953,312,2792,1132,0,ACS 2011 5-year (ZCTA)
2011,10018,ZCTA5 10018,5290,3106,380,1256,1107,0,ACS 2011 5-year (ZCTA)
2011,10019,ZCTA5 10019,40778,29568,2338,5294,7450,0,ACS 2011 5-year (ZCTA)
2011,10021,ZCTA5 10021,41546,36437,1019,3339,1983,0,ACS 2011 5-year (ZCTA)
2011,10022,ZCTA5 10022,28847,24614,579,2809,1671,0,ACS 2011 5-year (ZCTA)
2011,10023,ZCTA5 10023,60035,49473,1853,5583,5449,0,ACS 2011 5-year (ZCTA)
2011,10024,ZCTA5 10024,60239,50856,3073,2977,6301,0,ACS 2011 5-year (ZCTA)
2011,10025,ZCTA5 10025,95330,61830,15484,8633,20051,0,ACS 2011 5-year (ZCTA)
2011,10026,ZCTA5 10026,36026,8208,20832,1691,6960,0,ACS 2011 5-year (ZCTA)
2011,10027,ZCTA5 10027,58834,17072,24818,4854,14095,0,ACS 2011 5-year (ZCTA)
2011,10028,ZCTA5 10028,45345,40464,622,2982,2440,0,ACS 2011 5-year (ZCTA)
2011,10029,ZCTA5 10029,78451,24145,24868,6327,39302,0,ACS 2011 5-year (ZCTA)
2011,10030,ZCTA5 10030,29186,3947,21272,448,6394,0,ACS 2011 5-year (ZCTA)
2011,10031,ZCTA5 10031,58736,14545,22682,1285,32052,0,ACS 2011 5-year (ZCTA)
2011,10032,ZCTA5 10032,62798,14612,14490,2234,42945,0,ACS 2011 5-year (ZCTA)
2011,10033,ZCTA5 10033,58027,24020,4215,1295,41108,0,ACS 2011 5-year (ZCTA)
2011,10034,ZCTA5 10034,40925,14745,4131,728,29774,0,ACS 2011 5-year (ZCTA)
2011,10035,ZCTA5 10035,35290,7080,13402,1039,18323,0,ACS 2011 5-year (ZCTA)
2011,10036,ZCTA5 10036,22371,14015,1835,3888,3854,0,ACS 2011 5-year (ZCTA)
2011,10037,ZCTA5 10037,17489,1349,13548,655,2607,0,ACS 2011 5-year (ZCTA)
2011,10038,ZCTA5 10038,19530,9283,1497,6398,2869,0,ACS 2011 5-year (ZCTA)
2011,10039,ZCTA5 10039,25257,3090,17534,275,7039,0,ACS 2011 5-year (ZCTA)
