year,zipcode,name,total_population,white_population,black_population,asian_population,hispanic_population,other_population,source_dataset
2018,10023,ZCTA5 10023,62435,49795,2610,6637,6562,0,ACS 2018 5-year (ZCTA)
2018,10024,ZCTA5 10024,59001,49026,2287,4274,6420,0,ACS 2018 5-year (ZCTA)
2018,10025,ZCTA5 10025,92805,59985,11737,8271,21736,0,ACS 2018 5-year (ZCTA)
2018,10026,ZCTA5 10026,39363,10410,21023,2308,8389,0,ACS 2018 5-year (ZCTA)
2018,10027,ZCTA5 10027,64548,19706,25484,6163,16427,0,ACS 2018 5-year (ZCTA)
2018,10028,ZCTA5 10028,47793,41217,604,4607,3533,0,ACS 2018 5-year (ZCTA)
2018,10029,ZCTA5 10029,79597,26896,24699,7534,38122,0,ACS 2018 5-year (ZCTA)
2018,10030,ZCTA5 10030,29882,5038,18842,617,7655,0,ACS 2018 5-year (ZCTA)
2018,10031,ZCTA5 10031,60254,17917,17982,2380,30955,0,ACS 2018 5-year (ZCTA)
2018,10032,ZCTA5 10032,64264,19122,12373,3029,42594,0,ACS 2018 5-year (ZCTA)
2018,10033,ZCTA5 10033,59607,24141,6195,1316,40842,0,ACS 2018 5-year (ZCTA)
2018,10034,ZCTA5 10034,42910,16463,4965,1319,29925,0,ACS 2018 5-year (ZCTA)
2018,10035,ZCTA5 10035,35743,7246,14580,1755,15935,0,ACS 2018 5-year (ZCTA)
2018,10036,ZCTA5 10036,27428,17319,1978,5218,5908,0,ACS 2018 5-year (ZCTA)
2018,10037,ZCTA5 10037,21139,2291,15206,528,4517,0,ACS 2018 5-year (ZCTA)
2018,10038,ZCTA5 10038,22800,11784,2128,7249,3218,0,ACS 2018 5-year (ZCTA)
2018,10039,ZCTA5 10039,27726,3625,17158,452,9378,0,ACS 2018 5-year (ZCTA)
2018,10040,ZCTA5 10040,44571,16091,4359,1355,30968,0,ACS 2018 5-year (ZCTA)
2018,10044,ZCTA5 10044,11682,5320,1420,3963,1553,0,ACS 2018 5-year (ZCTA)
2018,10065,ZCTA5 10065,28109,24285,619,2666,1849,0,ACS 2018 5-year (ZCTA)
2018,10069,ZCTA5 10069,5085,3155,148,1558,57,167,ACS 2018 5-year (ZCTA)
2018,10075,ZCTA5 10075,21556,18396,677,1047,3070,0,ACS 2018 5-year (ZCTA)
2018,10128,ZCTA5 10128,59256,47167,2182,5844,7307,0,ACS 2018 5-year (ZCTA)
2018,10280,ZCTA5 10280,9384,7360,184,1474,826,0,ACS 2018 5-year (ZCTA)
2018,10282,ZCTA5 10282,5593,4153,61,1163,424,0,ACS 2018 5-year (ZCTA)
2018,10301,ZCTA5 10301,38733,22280,9668,2351,9591,0,ACS 2018 5-year (ZCTA)
2018,10302,ZCTA5 10302,18204,11286,3754,1335,7479,0,ACS 2018 5-year (ZCTA)
2018,10303,ZCTA5 10303,25947,11406,9170,2106,10103,0,ACS 2018 5-year (ZCTA)
2018,10304,ZCTA5 10304,41064,21403,11277,3969,10363,0,ACS 2018 5-year (ZCTA)
2018,10305,ZCTA5 10305,42298,31174,2770,5509,6920,0,ACS 2018 5-year (ZCTA)
2018,10306,ZCTA5 10306,53142,45560,1775,3141,7815,0,ACS 2018 5-year (ZCTA)
2018,10307,ZCTA5 10307,15232,14284,56,418,1399,0,ACS 2018 5-year (ZCTA)
2018,10308,ZCTA5 10308,30186,27810,339,1520,2888,0,ACS 2018 5-year (ZCTA)
2018,10309,ZCTA5 10309,33531,30789,293,1206,3107,0,ACS 2018 5-year (ZCTA)
2018,10310,ZCTA5 10310,23262,13731,4844,1459,7351,0,ACS 2018 5-year (ZCTA)
2018,10312,ZCTA5 10312,61741,56226,793,3364,6234,0,ACS 2018 5-year (ZCTA)
2018,10314,ZCTA5 10314,90761,66310,3852,15049,13726,0,ACS 2018 5-year (ZCTA)
2018,10451,ZCTA5 10451,47798,5972,19379,557,28236,0,ACS 2018 5-year (ZCTA)
2018,10452,ZCTA5 10452,76078,9592,25249,1107,51823,0,ACS 2018 5-year (ZCTA)
2018,10453,ZCTA5 10453,79606,6841,25826,1044,55051,0,ACS 2018 5-year (ZCTA)
2018,10454,ZCTA5 10454,38203,5040,12109,184,25956,0,ACS 2018 5-year (ZCTA)
2018,10455,ZCTA5 10455,42283,5221,12809,542,30372,0,ACS 2018 5-year (ZCTA)
2018,10456,ZCTA5 10456,94218,10146,40069,809,57971,0,ACS 2018 5-year (ZCTA)
2018,10457,ZCTA5 10457,74554,11452,29962,702,49630,0,ACS 2018 5-year (ZCTA)
2018,10458,ZCTA5 10458,83960,14887,16690,2479,58563,0,ACS 2018 5-year (ZCTA)
2018,10459,ZCTA5 10459,48351,5615,16650,377,32830,0,ACS 2018 5-year (ZCTA)
2018,10460,ZCTA5 10460,59505,9370,18035,945,41359,0,ACS 2018 5-year (ZCTA)
2018,10461,ZCTA5 10461,50348,24270,4714,5600,23466,0,ACS 2018 5-year (ZCTA)
2018,10462,ZCTA5 10462,76756,17796,21705,9683,36483,0,ACS 2018 5-year (ZCTA)
2018,10463,ZCTA5 10463,71360,32109,10764,2665,36472,0,ACS 2018 5-year (ZCTA)
2018,10464,ZCTA5 10464,4434,3495,119,245,1117,0,ACS 2018 5-year (ZCTA)
2018,10465,ZCTA5 10465,44205,26656,5638,1373,19568,0,ACS 2018 5-year (ZCTA)
2018,10466,ZCTA5 10466,72479,8034,52974,2183,15971,0,ACS 2018 5-year (ZCTA)
2018,10467,ZCTA5 10467,103732,23469,36599,6000,54286,0,ACS 2018 5-year (ZCTA)
2018,10468,ZCTA5 10468,78647,9933,16529,2280,59588,0,ACS 2018 5-year (ZCTA)
2018,10469,ZCTA5 10469,73870,13892,40103,4837,21418,0,ACS 2018 5-year (ZCTA)
2018,10470,ZCTA5 10470,15432,6572,6027,537,3255,0,ACS 2018 5-year (ZCTA)
2018,10471,ZCTA5 10471,21896,15033,2583,1366,5003,0,ACS 2018 5-year (ZCTA)
2018,10472,ZCTA5 10472,68796,10270,18821,4581,44403,0,ACS 2018 5-year (ZCTA)
2018,10473,ZCTA5 10473,59609,22362,24533,1039,36265,0,ACS 2018 5-year (ZCTA)
2018,10474,ZCTA5 10474,12127,1118,4782,10,7688,0,ACS 2018 5-year (ZCTA)
2018,10475,ZCTA5 10475,43208,7682,26281,1206,12542,0,ACS 2018 5-year (ZCTA)
2018,11004,ZCTA5 11004,15234,6402,1005,6540,1916,0,ACS 2018 5-year (ZCTA)
2018,11101,ZCTA5 11101,30043,12915,4713,6842,7908,0,ACS 2018 5-year (ZCTA)
2018,11102,ZCTA5 11102,30800,18207,2964,4650,9472,0,ACS 2018 5-year (ZCTA)
2018,11103,ZCTA5 11103,36140,25632,961,5379,8204,0,ACS 2018 5-year (ZCTA)
2018,11104,ZCTA5 11104,26119,17459,490,5769,8210,0,ACS 2018 5-year (ZCTA)
2018,11105,ZCTA5 11105,37382,27867,960,4658,8212,0,ACS 2018 5-year (ZCTA)
2018,11106,ZCTA5 11106,38363,20734,2727,8086,10844,0,ACS 2018 5-year (ZCTA)
2018,11109,ZCTA5 11109,5981,4013,272,1500,333,0,ACS 2018 5-year (ZCTA)
2018,11201,ZCTA5 11201,62823,40248,8537,7430,7267,0,ACS 2018 5-year (ZCTA)
2018,11203,ZCTA5 11203,75451,3330,67171,1431,4846,0,ACS 2018 5-year (ZCTA)
2018,11204,ZCTA5 11204,76978,44686,893,24594,8396,0,ACS 2018 5-year (ZCTA)
2018,11205,ZCTA5 11205,46064,22570,14651,3184,8153,0,ACS 2018 5-year (ZCTA)
2018,11206,ZCTA5 11206,88349,41715,23405,6056,32797,0,ACS 2018 5-year (ZCTA)
2018,11207,ZCTA5 11207,91972,13372,59171,1300,30605,0,ACS 2018 5-year (ZCTA)
2018,11208,ZCTA5 11208,98660,25549,53666,5621,40756,0,ACS 2018 5-year (ZCTA)
2018,11209,ZCTA5 11209,67809,50050,2078,9115,11441,0,ACS 2018 5-year (ZCTA)
2018,11210,ZCTA5 11210,67040,20877,39272,2863,4716,0,ACS 2018 5-year (ZCTA)
2018,11211,ZCTA5 11211,102624,76620,6611,5753,24955,0,ACS 2018 5-year (ZCTA)
2018,11212,ZCTA5 11212,76527,5487,62425,986,14266,0,ACS 2018 5-year (ZCTA)
2018,11213,ZCTA5 11213,66295,14869,44813,1357,7060,0,ACS 2018 5-year (ZCTA)
2018,11214,ZCTA5 11214,92946,45769,1364,34861,15273,0,ACS 2018 5-year (ZCTA)
2018,11215,ZCTA5 11215,70156,53421,3233,5572,11428,0,ACS 2018 5-year (ZCTA)
2018,11216,ZCTA5 11216,56308,16316,32083,2925,6079,0,ACS 2018 5-year (ZCTA)
2018,11217,ZCTA5 11217,41407,24009,8163,3135,7671,0,ACS 2018 5-year (ZCTA)
2018,11218,ZCTA5 11218,74508,44496,6015,13810,13089,0,ACS 2018 5-year (ZCTA)
2018,11219,ZCTA5 11219,90036,60521,931,22042,10913,0,ACS 2018 5-year (ZCTA)
2018,11220,ZCTA5 11220,95643,29005,2458,39493,39840,0,ACS 2018 5-year (ZCTA)
2018,11221,ZCTA5 11221,83835,23203,41079,2815,28781,0,ACS 2018 5-year (ZCTA)
2018,11222,ZCTA5 11222,36492,29893,1590,1841,5197,0,ACS 2018 5-year (ZCTA)
2018,11223,ZCTA5 11223,81789,46811,3886,19777,13697,0,ACS 2018 5-year (ZCTA)
2018,11224,ZCTA5 11224,46707,27137,10495,2769,9516,0,ACS 2018 5-year (ZCTA)
2018,11225,ZCTA5 11225,58882,16038,37614,1560,4913,0,ACS 2018 5-year (ZCTA)
2018,11226,ZCTA5 11226,100277,15288,68415,2896,17145,0,ACS 2018 5-year (ZCTA)
2018,11228,ZCTA5 11228,44994,25047,521,16023,5838,0,ACS 2018 5-year (ZCTA)
2018,11229,ZCTA5 11229,83615,54043,4985,18540,9039,0,ACS 2018 5-year (ZCTA)
2018,11230,ZCTA5 11230,89075,62333,6328,12631,9119,0,ACS 2018 5-year (ZCTA)
2018,11231,ZCTA5 11231,37845,24939,5262,2135,7047,0,ACS 2018 5-year (ZCTA)
2018,11232,ZCTA5 11232,27602,11391,1772,5278,13974,0,ACS 2018 5-year (ZCTA)
2018,11233,ZCTA5 11233,76819,6731,60526,1320,12276,0,ACS 2018 5-year (ZCTA)
2018,11234,ZCTA5 11234,95666,39753,43831,6411,10023,0,ACS 2018 5-year (ZCTA)
2018,11235,ZCTA5 11235,78128,58754,2011,11285,6491,0,ACS 2018 5-year (ZCTA)
2018,11236,ZCTA5 11236,100331,5879,86679,2720,7166,0,ACS 2018 5-year (ZCTA)
2018,11237,ZCTA5 11237,49310,20736,6670,3636,31052,0,ACS 2018 5-year (ZCTA)
2018,11238,ZCTA5 11238,54540,25308,20521,3364,5947,0,ACS 2018 5-year (ZCTA)
2018,11239,ZCTA5 11239,13244,4057,7991,300,2507,0,ACS 2018 5-year (ZCTA)
2018,11354,ZCTA5 11354,55200,11472,1775,34682,8803,0,ACS 2018 5-year (ZCTA)
2018,11355,ZCTA5 11355,80853,10683,2748,58759,11943,0,ACS 2018 5-year (ZCTA)
2018,11356,ZCTA5 11356,23362,8389,419,6857,9417,0,ACS 2018 5-year (ZCTA)
2018,11357,ZCTA5 11357,39902,27972,259,8826,6240,0,ACS 2018 5-year (ZCTA)
2018,11358,ZCTA5 11358,37190,15507,352,17515,6261,0,ACS 2018 5-year (ZCTA)
2018,11360,ZCTA5 11360,19621,12199,196,6402,1918,0,ACS 2018 5-year (ZCTA)
2018,11361,ZCTA5 11361,27246,13252,1036,11138,3510,0,ACS 2018 5-year (ZCTA)
2018,11362,ZCTA5 11362,18721,9308,176,8098,1659,0,ACS 2018 5-year (ZCTA)
2018,11363,ZCTA5 11363,6952,4124,124,2264,914,0,ACS 2018 5-year (ZCTA)
2018,11364,ZCTA5 11364,36806,14708,962,19176,3526,0,ACS 2018 5-year (ZCTA)
2018,11365,ZCTA5 11365,44983,15033,3815,20176,8866,0,ACS 2018 5-year (ZCTA)
2018,11366,ZCTA5 11366,14650,6295,768,6676,1298,0,ACS 2018 5-year (ZCTA)
2018,11367,ZCTA5 11367,41824,23407,3526,10891,7466,0,ACS 2018 5-year (ZCTA)
2018,11368,ZCTA5 11368,112425,42338,11805,13463,84868,0,ACS 2018 5-year (ZCTA)
2018,11369,ZCTA5 11369,34118,9834,5546,4207,21701,0,ACS 2018 5-year (ZCTA)
2018,11370,ZCTA5 11370,32514,13704,4869,7149,12153,0,ACS 2018 5-year (ZCTA)
2018,11372,ZCTA5 11372,61844,35443,1973,12695,35600,0,ACS 2018 5-year (ZCTA)
2018,11373,ZCTA5 11373,93967,20359,2003,45690,38896,0,ACS 2018 5-year (ZCTA)
2018,11374,ZCTA5 11374,42653,22481,1881,13698,6947,0,ACS 2018 5-year (ZCTA)
2018,11375,ZCTA5 11375,73488,44651,2008,20607,11570,0,ACS 2018 5-year (ZCTA)
2018,11377,ZCTA5 11377,86421,42254,2299,32108,32900,0,ACS 2018 5-year (ZCTA)
2018,11378,ZCTA5 11378,37279,26836,635,3850,12007,0,ACS 2018 5-year (ZCTA)
2018,11379,ZCTA5 11379,37851,29559,367,4166,7621,0,ACS 2018 5-year (ZCTA)
2018,11385,ZCTA5 11385,106717,87155,2415,7123,47246,0,ACS 2018 5-year (ZCTA)
2018,11411,ZCTA5 11411,20759,699,19233,58,1369,0,ACS 2018 5-year (ZCTA)
2018,11412,ZCTA5 11412,37458,661,33702,891,1909,295,ACS 2018 5-year (ZCTA)
2018,11413,ZCTA5 11413,42443,987,39084,480,2080,0,ACS 2018 5-year (ZCTA)
2018,11414,ZCTA5 11414,29219,22761,556,1518,6513,0,ACS 2018 5-year (ZCTA)
2018,11415,ZCTA5 11415,19372,11415,1039,3671,4833,0,ACS 2018 5-year (ZCTA)
2018,11416,ZCTA5 11416,27125,7440,1705,9033,12243,0,ACS 2018 5-year (ZCTA)
2018,11417,ZCTA5 11417,31927,11426,2362,9273,12302,0,ACS 2018 5-year (ZCTA)
2018,11418,ZCTA5 11418,38517,15641,2829,9217,17603,0,ACS 2018 5-year (ZCTA)
2018,11419,ZCTA5 11419,49618,4991,8140,16169,9358,10960,ACS 2018 5-year (ZCTA)
2018,11420,ZCTA5 11420,48489,7399,11883,15052,11660,2495,ACS 2018 5-year (ZCTA)
2018,11421,ZCTA5 11421,41002,18122,1921,8029,24042,0,ACS 2018 5-year (ZCTA)
2018,11422,ZCTA5 11422,32082,1759,27335,662,3070,0,ACS 2018 5-year (ZCTA)
2018,11423,ZCTA5 11423,31400,4070,12198,8960,4455,1717,ACS 2018 5-year (ZCTA)
2018,11426,ZCTA5 11426,20801,8083,1379,9202,3938,0,ACS 2018 5-year (ZCTA)
2018,11427,ZCTA5 11427,24037,7047,4979,7535,4676,0,ACS 2018 5-year (ZCTA)
2018,11428,ZCTA5 11428,18929,4295,3982,4877,4795,980,ACS 2018 5-year (ZCTA)
2018,11429,ZCTA5 11429,27403,964,20884,1122,3405,1028,ACS 2018 5-year (ZCTA)
2018,11432,ZCTA5 11432,62053,11857,9931,25816,15162,0,ACS 2018 5-year (ZCTA)
2018,11433,ZCTA5 11433,36489,1432,23459,3195,6893,1510,ACS 2018 5-year (ZCTA)
2018,11434,ZCTA5 11434,65791,1927,57595,1615,4955,0,ACS 2018 5-year (ZCTA)
2018,11435,ZCTA5 11435,59296,10038,14016,14423,18428,2391,ACS 2018 5-year (ZCTA)
2018,11436,ZCTA5 11436,20077,1132,12389,2116,2969,1471,ACS 2018 5-year (ZCTA)
2018,11691,ZCTA5 11691,67094,26121,31425,2348,17688,0,ACS 2018 5-year (ZCTA)
2018,11692,ZCTA5 11692,20991,4745,12782,1199,5122,0,ACS 2018 5-year (ZCTA)
2018,11693,ZCTA5 11693,12919,8174,2571,521,3810,0,ACS 2018 5-year (ZCTA)
2018,11694,ZCTA5 11694,21354,17362,1449,742,3183,0,ACS 2018 5-year (ZCTA)
2018,11697,ZCTA5 11697,3540,3378,21,20,229,0,ACS 2018 5-year (ZCTA)
