year,zipcode,name,total_population,white_population,black_population,asian_population,hispanic_population,other_population,source_dataset
2014,10001,ZCTA5 10001,22767,13779,2600,4100,3764,0,ACS 2014 5-year (ZCTA)
2014,10002,ZCTA5 10002,79894,24898,6084,34863,20782,0,ACS 2014 5-year (ZCTA)
2014,10003,ZCTA5 10003,57068,44052,2610,7504,4009,0,ACS 2014 5-year (ZCTA)
2014,10004,ZCTA5 10004,3024,2341,71,552,276,0,ACS 2014 5-year (ZCTA)
2014,10005,ZCTA5 10005,7570,5673,281,1233,511,0,ACS 2014 5-year (ZCTA)
2014,10006,ZCTA5 10006,2950,2110,94,528,248,0,ACS 2014 5-year (ZCTA)
2014,10007,ZCTA5 10007,6748,4532,472,1132,558,54,ACS 2014 5-year (ZCTA)
2014,10009,ZCTA5 10009,61806,36949,4182,9291,15844,0,ACS 2014 5-year (ZCTA)
2014,10010,ZCTA5 10010,30708,22225,1981,4713,3339,0,ACS 2014 5-year (ZCTA)
2014,10011,ZCTA5 10011,52941,41997,2002,5437,5223,0,ACS 2014 5-year (ZCTA)
2014,10012,ZCTA5 10012,24846,18890,596,3755,1483,122,ACS 2014 5-year (ZCTA)
2014,10013,ZCTA5 10013,26937,15173,1130,9060,1835,0,ACS 2014 5-year (ZCTA)
2014,10014,ZCTA5 10014,31835,28432,514,1665,2076,0,ACS 2014 5-year (ZCTA)
2014,10016,ZCTA5 10016,50112,36109,1912,8194,4675,0,ACS 2014 5-year (ZCTA)
2014,10017,ZCTA5 10017,16278,11820,460,3580,1120,0,ACS 2014 5-year (ZCTA)
2014,10018,ZCTA5 10018,8062,4480,489,2493,1436,0,ACS 2014 5-year (ZCTA)
2014,10019,ZCTA5 10019,38752,28092,2139,5588,6560,0,ACS 2014 5-year (ZCTA)
2014,10021,ZCTA5 10021,42142,35454,833,4065,2714,0,ACS 2014 5-year (ZCTA)
2014,10022,ZCTA5 10022,29699,25556,490,2899,1997,0,ACS 2014 5-year (ZCTA)
2014,10023,ZCTA5 10023,60762,50521,1696,5815,5700,0,ACS 2014 5-year (ZCTA)
2014,10024,ZCTA5 10024,59249,48168,3607,3697,7252,0,ACS 2014 5-year (ZCTA)
2014,10025,ZCTA5 10025,97373,63028,15123,9368,21654,0,ACS 2014 5-year (ZCTA)
2014,10026,ZCTA5 10026,38372,9179,22044,1631,8036,0,ACS 2014 5-year (ZCTA)
2014,10027,ZCTA5 10027,63057,17987,26276,5816,14967,0,ACS 2014 5-year (ZCTA)
2014,10028,ZCTA5 10028,46169,40815,544,3275,2150,0,ACS 2014 5-year (ZCTA)
2014,10029,ZCTA5 10029,77857,24972,23753,6733,37512,0,ACS 2014 5-year (ZCTA)
2014,10030,ZCTA5 10030,29530,3850,20812,653,6537,0,ACS 2014 5-year (ZCTA)
2014,10031,ZCTA5 10031,58912,16271,20076,1473,31424,0,ACS 2014 5-year (ZCTA)
2014,10032,ZCTA5 10032,59069,17608,12906,2018,39403,0,ACS 2014 5-year (ZCTA)
2014,10033,ZCTA5 10033,60520,25258,5212,1639,41918,0,ACS 2014 5-year (ZCTA)
2014,10034,ZCTA5 10034,42672,15448,3388,835,32478,0,ACS 2014 5-year (ZCTA)
2014,10035,ZCTA5 10035,34760,7450,14442,1581,15818,0,ACS 2014 5-year (ZCTA)
2014,10036,ZCTA5 10036,24127,16138,1796,4169,4102,0,ACS 2014 5-year (ZCTA)
2014,10037,ZCTA5 10037,18041,1926,13309,557,3895,0,ACS 2014 5-year (ZCTA)
2014,10038,ZCTA5 10038,20997,10378,1264,6947,3418,0,ACS 2014 5-year (ZCTA)
2014,10039,ZCTA5 10039,25952,3613,16881,599,8121,0,ACS 2014 5-year (ZCTA)
2014,10040,ZCTA5 10040,45278,17320,4476,1081,32253,0,ACS 2014 5-year (ZCTA)
2014,10044,ZCTA5 10044,12050,6722,1694,2738,1894,0,ACS 2014 5-year (ZCTA)
2014,10065,ZCTA5 10065,31761,27749,945,2298,1745,0,ACS 2014 5-year (ZCTA)
2014,10069,ZCTA5 10069,5523,4194,153,1014,129,33,ACS 2014 5-year (ZCTA)
2014,10075,ZCTA5 10075,24377,21752,241,1377,1847,0,ACS 2014 5-year (ZCTA)
2014,10128,ZCTA5 10128,62447,50735,2930,6395,6829,0,ACS 2014 5-year (ZCTA)
2014,10280,ZCTA5 10280,8817,6342,82,1736,1053,0,ACS 2014 5-year (ZCTA)
2014,10282,ZCTA5 10282,5903,4337,81,736,619,130,ACS 2014 5-year (ZCTA)
2014,10301,ZCTA5 10301,39367,22677,10252,2098,10883,0,ACS 2014 5-year (ZCTA)
2014,10302,ZCTA5 10302,18043,10965,3610,1295,7019,0,ACS 2014 5-year (ZCTA)
2014,10303,ZCTA5 10303,24348,9425,9073,1821,9377,0,ACS 2014 5-year (ZCTA)
2014,10304,ZCTA5 10304,41864,21176,11140,4508,11456,0,ACS 2014 5-year (ZCTA)
2014,10305,ZCTA5 10305,41471,32121,1781,4982,5982,0,ACS 2014 5-year (ZCTA)
2014,10306,ZCTA5 10306,54888,48857,1702,2956,7112,0,ACS 2014 5-year (ZCTA)
2014,10307,ZCTA5 10307,15006,14143,12,589,1256,0,ACS 2014 5-year (ZCTA)
2014,10308,ZCTA5 10308,29805,27964,40,1222,3129,0,ACS 2014 5-year (ZCTA)
2014,10309,ZCTA5 10309,33382,30597,796,1216,3670,0,ACS 2014 5-year (ZCTA)
2014,10310,ZCTA5 10310,24719,14135,6564,1392,7107,0,ACS 2014 5-year (ZCTA)
2014,10312,ZCTA5 10312,61105,56462,555,3204,5435,0,ACS 2014 5-year (ZCTA)
2014,10314,ZCTA5 10314,87524,67603,3910,12334,10940,0,ACS 2014 5-year (ZCTA)
2014,10451,ZCTA5 10451,47818,7073,20667,823,27365,0,ACS 2014 5-year (ZCTA)
2014,10452,ZCTA5 10452,75252,11393,25561,957,50512,0,ACS 2014 5-year (ZCTA)
2014,10453,ZCTA5 10453,79002,7945,25299,1162,53917,0,ACS 2014 5-year (ZCTA)
2014,10454,ZCTA5 10454,38751,9507,12554,421,27885,0,ACS 2014 5-year (ZCTA)
2014,10455,ZCTA5 10455,39951,5586,12390,129,30012,0,ACS 2014 5-year (ZCTA)
2014,10456,ZCTA5 10456,91737,9587,37127,702,55173,0,ACS 2014 5-year (ZCTA)
2014,10457,ZCTA5 10457,71015,10081,27046,722,45908,0,ACS 2014 5-year (ZCTA)
2014,10458,ZCTA5 10458,76276,14790,16263,2535,50094,0,ACS 2014 5-year (ZCTA)
2014,10459,ZCTA5 10459,48269,6021,15071,501,33886,0,ACS 2014 5-year (ZCTA)
2014,10460,ZCTA5 10460,58676,7456,15964,1091,41940,0,ACS 2014 5-year (ZCTA)
2014,10461,ZCTA5 10461,52435,26077,4172,5313,21034,0,ACS 2014 5-year (ZCTA)
2014,10462,ZCTA5 10462,76114,17709,21345,8872,36053,0,ACS 2014 5-year (ZCTA)
2014,10463,ZCTA5 10463,71238,31893,11178,2555,34800,0,ACS 2014 5-year (ZCTA)
2014,10464,ZCTA5 10464,4532,3699,83,21,995,0,ACS 2014 5-year (ZCTA)
2014,10465,ZCTA5 10465,46360,29459,4748,1645,16743,0,ACS 2014 5-year (ZCTA)
2014,10466,ZCTA5 10466,69657,5330,51287,1371,15073,0,ACS 2014 5-year (ZCTA)
2014,10467,ZCTA5 10467,99251,19369,36523,6837,47788,0,ACS 2014 5-year (ZCTA)
2014,10468,ZCTA5 10468,72683,9826,16470,3010,51917,0,ACS 2014 5-year (ZCTA)
2014,10469,ZCTA5 10469,72241,14435,39362,3510,18957,0,ACS 2014 5-year (ZCTA)
2014,10470,ZCTA5 10470,14880,6685,5020,554,2930,0,ACS 2014 5-year (ZCTA)
2014,10471,ZCTA5 10471,21935,15352,1728,1961,5023,0,ACS 2014 5-year (ZCTA)
2014,10472,ZCTA5 10472,69659,10862,20010,4254,44775,0,ACS 2014 5-year (ZCTA)
2014,10473,ZCTA5 10473,59948,14857,25204,1274,35398,0,ACS 2014 5-year (ZCTA)
2014,10474,ZCTA5 10474,12223,3023,3944,57,8604,0,ACS 2014 5-year (ZCTA)
2014,10475,ZCTA5 10475,44582,7456,26521,404,14527,0,ACS 2014 5-year (ZCTA)
2014,11004,ZCTA5 11004,14045,6871,1017,4927,1535,0,ACS 2014 5-year (ZCTA)
2014,11101,ZCTA5 11101,25317,12368,4600,4745,7860,0,ACS 2014 5-year (ZCTA)
2014,11102,ZCTA5 11102,35027,20004,3658,4799,11923,0,ACS 2014 5-year (ZCTA)
2014,11103,ZCTA5 11103,38257,28503,1077,5686,8608,0,ACS 2014 5-year (ZCTA)
2014,11104,ZCTA5 11104,26555,17635,359,6618,7847,0,ACS 2014 5-year (ZCTA)
2014,11105,ZCTA5 11105,36816,27908,836,4160,8261,0,ACS 2014 5-year (ZCTA)
2014,11106,ZCTA5 11106,38633,22891,3101,6303,12118,0,ACS 2014 5-year (ZCTA)
2014,11109,ZCTA5 11109,4337,3097,232,786,239,0,ACS 2014 5-year (ZCTA)
